b4b4r07/enhancd,https://github.com/b4b4r07/enhancd.git,b4b4r07,enhancd
darkblank/darkblank.github.io,https://github.com/darkblank/darkblank.github.io.git,darkblank,darkblank.github.io
securestate/king-phisher-templates,https://github.com/securestate/king-phisher-templates.git,securestate,king-phisher-templates
minishift/minishift,https://github.com/minishift/minishift.git,minishift,minishift
PowerShell/xStorage,https://github.com/PowerShell/xStorage.git,PowerShell,xStorage
prasanna08/oppia,https://github.com/prasanna08/oppia.git,prasanna08,oppia
xbeaudouin/librenms,https://github.com/xbeaudouin/librenms.git,xbeaudouin,librenms
gt2985/gt2985.github.io,https://github.com/gt2985/gt2985.github.io.git,gt2985,gt2985.github.io
poldracklab/mriqc,https://github.com/poldracklab/mriqc.git,poldracklab,mriqc
Ubuntu-Solutions-Engineering/conjure,https://github.com/Ubuntu-Solutions-Engineering/conjure.git,Ubuntu-Solutions-Engineering,conjure
aditya-kapoor/rails,https://github.com/aditya-kapoor/rails.git,aditya-kapoor,rails
felipecvo/rails,https://github.com/felipecvo/rails.git,felipecvo,rails
felixnguyen31/felixnguyen31.github.io,https://github.com/felixnguyen31/felixnguyen31.github.io.git,felixnguyen31,felixnguyen31.github.io
benbalter/licensee,https://github.com/benbalter/licensee.git,benbalter,licensee
rsim/ruby-plsql,https://github.com/rsim/ruby-plsql.git,rsim,ruby-plsql
rcarrata/rcarrata.github.io,https://github.com/rcarrata/rcarrata.github.io.git,rcarrata,rcarrata.github.io
Factual/kudos,https://github.com/Factual/kudos.git,Factual,kudos
TransitApp/SVProgressHUD,https://github.com/TransitApp/SVProgressHUD.git,TransitApp,SVProgressHUD
omahajs/applied,https://github.com/omahajs/applied.git,omahajs,applied
tigert/betaflight-configurator,https://github.com/tigert/betaflight-configurator.git,tigert,betaflight-configurator
exercism/xcrystal,https://github.com/exercism/xcrystal.git,exercism,xcrystal
ylluminarious/homebrew-core,https://github.com/ylluminarious/homebrew-core.git,ylluminarious,homebrew-core
vtrnnhlinh/vtrnnhlinh.github.io,https://github.com/vtrnnhlinh/vtrnnhlinh.github.io.git,vtrnnhlinh,vtrnnhlinh.github.io
gfvcastro/rails,https://github.com/gfvcastro/rails.git,gfvcastro,rails
patilsangram/erpnext,https://github.com/patilsangram/erpnext.git,patilsangram,erpnext
shioyama/rails,https://github.com/shioyama/rails.git,shioyama,rails
lizan/envoy,https://github.com/lizan/envoy.git,lizan,envoy
labstack/echo,https://github.com/labstack/echo.git,labstack,echo
benbalter/jekyll-relative-links,https://github.com/benbalter/jekyll-relative-links.git,benbalter,jekyll-relative-links
pheanex/xpython,https://github.com/pheanex/xpython.git,pheanex,xpython
trinityfx/trinity,https://github.com/trinityfx/trinity.git,trinityfx,trinity
Factual/kudos21,https://github.com/Factual/kudos21.git,Factual,kudos21
JeffreyWay/laravel-mix,https://github.com/JeffreyWay/laravel-mix.git,JeffreyWay,laravel-mix
mohitnatoo/rails,https://github.com/mohitnatoo/rails.git,mohitnatoo,rails
parallel-js/parallel.js,https://github.com/parallel-js/parallel.js.git,parallel-js,parallel.js
mmistakes/so-simple-theme,https://github.com/mmistakes/so-simple-theme.git,mmistakes,so-simple-theme
untidy-hair/rails,https://github.com/untidy-hair/rails.git,untidy-hair,rails
MattH-be/ecmascript,https://github.com/MattH-be/ecmascript.git,MattH-be,ecmascript
xuhdev/vim-latex-live-preview,https://github.com/xuhdev/vim-latex-live-preview.git,xuhdev,vim-latex-live-preview
PowerShell/xRemoteDesktopSessionHost,https://github.com/PowerShell/xRemoteDesktopSessionHost.git,PowerShell,xRemoteDesktopSessionHost
sjackman/homebrew-core,https://github.com/sjackman/homebrew-core.git,sjackman,homebrew-core
robertwb/incubator-beam,https://github.com/robertwb/incubator-beam.git,robertwb,incubator-beam
pressbooks/pressbooks,https://github.com/pressbooks/pressbooks.git,pressbooks,pressbooks
typo3-themes/theme_bootstrap4,https://github.com/typo3-themes/theme_bootstrap4.git,typo3-themes,theme_bootstrap4
chdecultot/frappe,https://github.com/chdecultot/frappe.git,chdecultot,frappe
kmcphillips/rails,https://github.com/kmcphillips/rails.git,kmcphillips,rails
lachie83/charts,https://github.com/lachie83/charts.git,lachie83,charts
RasaHQ/rasa_nlu,https://github.com/RasaHQ/rasa_nlu.git,RasaHQ,rasa_nlu
mobxjs/mobx-state-tree,https://github.com/mobxjs/mobx-state-tree.git,mobxjs,mobx-state-tree
wso2-incubator/product-iot-server,https://github.com/wso2-incubator/product-iot-server.git,wso2-incubator,product-iot-server
Zales0123/Sylius,https://github.com/Zales0123/Sylius.git,Zales0123,Sylius
kaidokert/json,https://github.com/kaidokert/json.git,kaidokert,json
PowerShell/xSCOM,https://github.com/PowerShell/xSCOM.git,PowerShell,xSCOM
decidim/decidim,https://github.com/decidim/decidim.git,decidim,decidim
abraxasyu/abraxasyu.github.io,https://github.com/abraxasyu/abraxasyu.github.io.git,abraxasyu,abraxasyu.github.io
stefanbode/Sonoff-Tasmota,https://github.com/stefanbode/Sonoff-Tasmota.git,stefanbode,Sonoff-Tasmota
ankane/chartkick.js,https://github.com/ankane/chartkick.js.git,ankane,chartkick.js
rack-test/rack-test,https://github.com/rack-test/rack-test.git,rack-test,rack-test
rook/rook,https://github.com/rook/rook.git,rook,rook
acemod/ace3-misc,https://github.com/acemod/ace3-misc.git,acemod,ace3-misc
frctl/fractal,https://github.com/frctl/fractal.git,frctl,fractal
kategolden/kategolden.github.io,https://github.com/kategolden/kategolden.github.io.git,kategolden,kategolden.github.io
rsim/oracle-enhanced,https://github.com/rsim/oracle-enhanced.git,rsim,oracle-enhanced
moonlight-stream/moonlight-chrome,https://github.com/moonlight-stream/moonlight-chrome.git,moonlight-stream,moonlight-chrome
reelsense/homebrew-core,https://github.com/reelsense/homebrew-core.git,reelsense,homebrew-core
madhawap/carbon-device-mgt-plugins,https://github.com/madhawap/carbon-device-mgt-plugins.git,madhawap,carbon-device-mgt-plugins
brynary/rack-test,https://github.com/brynary/rack-test.git,brynary,rack-test
PowerShell/xDatabase,https://github.com/PowerShell/xDatabase.git,PowerShell,xDatabase
McJty/LostCities,https://github.com/McJty/LostCities.git,McJty,LostCities
RealBarrettBrown/xc,https://github.com/RealBarrettBrown/xc.git,RealBarrettBrown,xc
Azure/azure-quickstart-templates,https://github.com/Azure/azure-quickstart-templates.git,Azure,azure-quickstart-templates
BlakeWilliams/rails,https://github.com/BlakeWilliams/rails.git,BlakeWilliams,rails
Semantic-Org/Semantic-UI-React,https://github.com/Semantic-Org/Semantic-UI-React.git,Semantic-Org,Semantic-UI-React
simont77/fakegato-history,https://github.com/simont77/fakegato-history.git,simont77,fakegato-history
jgao54/airflow,https://github.com/jgao54/airflow.git,jgao54,airflow
nandub/homebrew-core,https://github.com/nandub/homebrew-core.git,nandub,homebrew-core
rangadi/beam,https://github.com/rangadi/beam.git,rangadi,beam
stoe/pdfify-node,https://github.com/stoe/pdfify-node.git,stoe,pdfify-node
mapbox/mapbox-java,https://github.com/mapbox/mapbox-java.git,mapbox,mapbox-java
PowerShell/xWinEventLog,https://github.com/PowerShell/xWinEventLog.git,PowerShell,xWinEventLog
3nids/QGIS,https://github.com/3nids/QGIS.git,3nids,QGIS
PowerShell/xAzurePack,https://github.com/PowerShell/xAzurePack.git,PowerShell,xAzurePack
oppia/oppia,https://github.com/oppia/oppia.git,oppia,oppia
gorilla/sessions,https://github.com/gorilla/sessions.git,gorilla,sessions
github/hubot,https://github.com/github/hubot.git,github,hubot
pqrs-org/KE-complex_modifications,https://github.com/pqrs-org/KE-complex_modifications.git,pqrs-org,KE-complex_modifications
tony/tmuxp,https://github.com/tony/tmuxp.git,tony,tmuxp
PowerShell/xSCSPF,https://github.com/PowerShell/xSCSPF.git,PowerShell,xSCSPF
librenms/librenms,https://github.com/librenms/librenms.git,librenms,librenms
renesansz/discord-greeter-bot,https://github.com/renesansz/discord-greeter-bot.git,renesansz,discord-greeter-bot
OWASP/pipeline,https://github.com/OWASP/pipeline.git,OWASP,pipeline
brianrodri/oppia,https://github.com/brianrodri/oppia.git,brianrodri,oppia
ShareX/ShareX,https://github.com/ShareX/ShareX.git,ShareX,ShareX
mmanela/chutzpah,https://github.com/mmanela/chutzpah.git,mmanela,chutzpah
Tuxity/loopback-connector-mongodb,https://github.com/Tuxity/loopback-connector-mongodb.git,Tuxity,loopback-connector-mongodb
TonyBazz/betaflight,https://github.com/TonyBazz/betaflight.git,TonyBazz,betaflight
palantir/http-remoting,https://github.com/palantir/http-remoting.git,palantir,http-remoting
DomT4/brew,https://github.com/DomT4/brew.git,DomT4,brew
WildGums/LogViewer,https://github.com/WildGums/LogViewer.git,WildGums,LogViewer
frett/cas,https://github.com/frett/cas.git,frett,cas
pH7Software/pH7-Social-Dating-CMS,https://github.com/pH7Software/pH7-Social-Dating-CMS.git,pH7Software,pH7-Social-Dating-CMS
sid88in/incubator-airflow,https://github.com/sid88in/incubator-airflow.git,sid88in,incubator-airflow
seigel/pouchdb,https://github.com/seigel/pouchdb.git,seigel,pouchdb
hakanensari/peddler,https://github.com/hakanensari/peddler.git,hakanensari,peddler
linz/linz_bde_copy,https://github.com/linz/linz_bde_copy.git,linz,linz_bde_copy
jnishi/chainer,https://github.com/jnishi/chainer.git,jnishi,chainer
JCount/homebrew-core,https://github.com/JCount/homebrew-core.git,JCount,homebrew-core
clarkbw/jest-webextension-mock,https://github.com/clarkbw/jest-webextension-mock.git,clarkbw,jest-webextension-mock
decaffeinate-examples/hubot,https://github.com/decaffeinate-examples/hubot.git,decaffeinate-examples,hubot
xvazquezc/xvazquezc.github.io,https://github.com/xvazquezc/xvazquezc.github.io.git,xvazquezc,xvazquezc.github.io
ampedandwired/html-webpack-plugin,https://github.com/ampedandwired/html-webpack-plugin.git,ampedandwired,html-webpack-plugin
vitalisator/librenms,https://github.com/vitalisator/librenms.git,vitalisator,librenms
ssbc/graphmitter,https://github.com/ssbc/graphmitter.git,ssbc,graphmitter
manisandro/QGIS,https://github.com/manisandro/QGIS.git,manisandro,QGIS
vipulnsward/rails,https://github.com/vipulnsward/rails.git,vipulnsward,rails
OWASP/django-DefectDojo,https://github.com/OWASP/django-DefectDojo.git,OWASP,django-DefectDojo
bmoore-msft/azure-quickstart-templates,https://github.com/bmoore-msft/azure-quickstart-templates.git,bmoore-msft,azure-quickstart-templates
nolimits4web/Swiper,https://github.com/nolimits4web/Swiper.git,nolimits4web,Swiper
willbar/licensee,https://github.com/willbar/licensee.git,willbar,licensee
phpmyadmin/docker,https://github.com/phpmyadmin/docker.git,phpmyadmin,docker
PowerShell/xWindowsEventForwarding,https://github.com/PowerShell/xWindowsEventForwarding.git,PowerShell,xWindowsEventForwarding
TrueCommerce/vscode-xml,https://github.com/TrueCommerce/vscode-xml.git,TrueCommerce,vscode-xml
caiogondim/logdown.js,https://github.com/caiogondim/logdown.js.git,caiogondim,logdown.js
dita-ot/dita-ot,https://github.com/dita-ot/dita-ot.git,dita-ot,dita-ot
rails/activeresource,https://github.com/rails/activeresource.git,rails,activeresource
airbnb/airflow,https://github.com/airbnb/airflow.git,airbnb,airflow
github/generator-hubot,https://github.com/github/generator-hubot.git,github,generator-hubot
rasika/product-iots,https://github.com/rasika/product-iots.git,rasika,product-iots
ruwany/product-iots,https://github.com/ruwany/product-iots.git,ruwany,product-iots
OpcaoTelecom/librenms,https://github.com/OpcaoTelecom/librenms.git,OpcaoTelecom,librenms
nteract/nteract,https://github.com/nteract/nteract.git,nteract,nteract
BeanSeed/BeanSeed.github.io,https://github.com/BeanSeed/BeanSeed.github.io.git,BeanSeed,BeanSeed.github.io
vmora/QGIS,https://github.com/vmora/QGIS.git,vmora,QGIS
ricardogsilva/QGIS,https://github.com/ricardogsilva/QGIS.git,ricardogsilva,QGIS
cdinger/oracle-enhanced,https://github.com/cdinger/oracle-enhanced.git,cdinger,oracle-enhanced
tkh44/emotion,https://github.com/tkh44/emotion.git,tkh44,emotion
ssbc/secret-stack,https://github.com/ssbc/secret-stack.git,ssbc,secret-stack
ATLauncher/Discord-Bot,https://github.com/ATLauncher/Discord-Bot.git,ATLauncher,Discord-Bot
WeblateOrg/wlc,https://github.com/WeblateOrg/wlc.git,WeblateOrg,wlc
terrycain/razer_drivers,https://github.com/terrycain/razer_drivers.git,terrycain,razer_drivers
Byte-666/xWebAdministration,https://github.com/Byte-666/xWebAdministration.git,Byte-666,xWebAdministration
MessageKit/MessageKit,https://github.com/MessageKit/MessageKit.git,MessageKit,MessageKit
qgis/QGIS,https://github.com/qgis/QGIS.git,qgis,QGIS
varashellov/Prebid.js,https://github.com/varashellov/Prebid.js.git,varashellov,Prebid.js
Frodox/buildbot,https://github.com/Frodox/buildbot.git,Frodox,buildbot
SpreeGorilla/Prebid.js,https://github.com/SpreeGorilla/Prebid.js.git,SpreeGorilla,Prebid.js
dabutvin/ImgBot,https://github.com/dabutvin/ImgBot.git,dabutvin,ImgBot
jdfreder/nteract,https://github.com/jdfreder/nteract.git,jdfreder,nteract
rpottsoh/xdelphi,https://github.com/rpottsoh/xdelphi.git,rpottsoh,xdelphi
securestate/king-phisher-plugins,https://github.com/securestate/king-phisher-plugins.git,securestate,king-phisher-plugins
sotayamashita/atom,https://github.com/sotayamashita/atom.git,sotayamashita,atom
sjackman/homebrew,https://github.com/sjackman/homebrew.git,sjackman,homebrew
IntellectualSites/PlotSquared,https://github.com/IntellectualSites/PlotSquared.git,IntellectualSites,PlotSquared
PowerShell/xInternetExplorerHomePage,https://github.com/PowerShell/xInternetExplorerHomePage.git,PowerShell,xInternetExplorerHomePage
salesforce-ux/design-system-starter-kit,https://github.com/salesforce-ux/design-system-starter-kit.git,salesforce-ux,design-system-starter-kit
wsmelton/dbatools,https://github.com/wsmelton/dbatools.git,wsmelton,dbatools
envoyproxy/envoy,https://github.com/envoyproxy/envoy.git,envoyproxy,envoy
gserra-olx/homebrew-core,https://github.com/gserra-olx/homebrew-core.git,gserra-olx,homebrew-core
madhuracj/sql-parser,https://github.com/madhuracj/sql-parser.git,madhuracj,sql-parser
